lang_code,vendor,variant,C_i,M_i,f_i
tab,Ali_Kuzhuget,Ю,23649,3237684,0.0073042953
tab,Ali_Kuzhuget,Я,49875,3237684,0.0154045299
tab,Ali_Kuzhuget,Ӏ,19117,3237684,0.0059045293
tat,inov8,А,77853006,706581661,0.1101826021
tat,inov8,Б,19795025,706581661,0.0280151978
tat,inov8,В,5354413,706581661,0.0075779111
tat,inov8,Г,20606143,706581661,0.0291631444
tat,inov8,Д,21586385,706581661,0.0305504462
tat,inov8,Е,51058033,706581661,0.0722606258
tat,inov8,Ж,458516,706581661,0.0006489215
tat,inov8,З,10503732,706581661,0.0148655599
tat,inov8,И,31391767,706581661,0.0444276560
tat,inov8,Й,7681181,706581661,0.0108709034
tat,inov8,К,35335087,706581661,0.0500084972
tat,inov8,Л,46088817,706581661,0.0652278704
tat,inov8,М,21200345,706581661,0.0300040974
tat,inov8,Н,50427169,706581661,0.0713677863
tat,inov8,О,12701597,706581661,0.0179761204
tat,inov8,П,9850133,706581661,0.0139405444
tat,inov8,Р,48230262,706581661,0.0682585817
tat,inov8,С,20044722,706581661,0.0283685851
tat,inov8,Т,37409958,706581661,0.0529449886
tat,inov8,У,18377619,706581661,0.0260091933
tat,inov8,Ф,2895207,706581661,0.0040974839
tat,inov8,Х,5109979,706581661,0.0072319723
tat,inov8,Ц,1174274,706581661,0.0016619084
tat,inov8,Ч,10474504,706581661,0.0148241945
tat,inov8,Ш,12645447,706581661,0.0178966533
tat,inov8,Щ,40545,706581661,0.0000573819
tat,inov8,Ы,39058150,706581661,0.0552776164
tat,inov8,Ь,2848265,706581661,0.0040310486
tat,inov8,Э,2070482,706581661,0.0029302798
tat,inov8,Ю,1334497,706581661,0.0018886663
tat,inov8,Я,7676277,706581661,0.0108639630
tat,inov8,Җ,3275573,706581661,0.0046358025
tat,inov8,Ң,7171855,706581661,0.0101500724
tat,inov8,Ү,8572880,706581661,0.0121328934
tat,inov8,Һ,2860449,706581661,0.0040482922
tat,inov8,Ә,47020803,706581661,0.0665468772
tat,inov8,Ө,6398564,706581661,0.0090556610
tgk,maxmerben,А,3312524,21599502,0.1533611284
tgk,maxmerben,Б,707328,21599502,0.0327474217
tgk,maxmerben,В,492609,21599502,0.0228064980
tgk,maxmerben,Г,246802,21599502,0.0114262820
tgk,maxmerben,Д,1240028,21599502,0.0574100273
tgk,maxmerben,Е,420837,21599502,0.0194836437
tgk,maxmerben,Ж,4993,21599502,0.0002311627
tgk,maxmerben,З,450070,21599502,0.0208370545
tgk,maxmerben,И,2575618,21599502,0.1192443233
tgk,maxmerben,Й,76661,21599502,0.0035492022
tgk,maxmerben,К,529120,21599502,0.0244968611
tgk,maxmerben,Л,519509,21599502,0.0240518971
tgk,maxmerben,М,1025610,21599502,0.0474830392
tgk,maxmerben,Н,1291870,21599502,0.0598101753
tgk,maxmerben,О,2043557,21599502,0.0946113017
tgk,maxmerben,П,116937,21599502,0.0054138748
tgk,maxmerben,Р,1454152,21599502,0.0673234040
tgk,maxmerben,С,733117,21599502,0.0339413844
tgk,maxmerben,Т,1012035,21599502,0.0468545525
tgk,maxmerben,У,797700,21599502,0.0369314070
tgk,maxmerben,Ф,207438,21599502,0.0096038325
tgk,maxmerben,Х,213908,21599502,0.0099033765
tgk,maxmerben,Ч,57755,21599502,0.0026739042
tgk,maxmerben,Ш,429737,21599502,0.0198956902
tgk,maxmerben,Э,24716,21599502,0.0011442856
tgk,maxmerben,Ю,18821,21599502,0.0008713627
tgk,maxmerben,Я,172221,21599502,0.0079733783
tgk,maxmerben,Ғ,45491,21599502,0.0021061134
tgk,maxmerben,Қ,186654,21599502,0.0086415881
tgk,maxmerben,Ҳ,638606,21599502,0.0295657742
tgk,maxmerben,Ҷ,235140,21599502,0.0108863621
tgk,maxmerben,Ӣ,198224,21599502,0.0091772486
tgk,maxmerben,Ӯ,119714,21599502,0.0055424426
tin,Ali_Kuzhuget,І,591,11212,0.0527113807
tin,Ali_Kuzhuget,А,2208,11212,0.1969318587
tin,Ali_Kuzhuget,А̄,146,11212,0.0130217624
tin,Ali_Kuzhuget,Б,659,11212,0.0587763111
tin,Ali_Kuzhuget,В,341,11212,0.0304138423
tin,Ali_Kuzhuget,Г,140,11212,0.0124866215
tin,Ali_Kuzhuget,ГЪ,68,11212,0.0060649304
tin,Ali_Kuzhuget,ГЬ,346,11212,0.0308597931
tin,Ali_Kuzhuget,Д,115,11212,0.0102568676
tin,Ali_Kuzhuget,ДЖ,5,11212,0.0004459508
tin,Ali_Kuzhuget,Е,299,11212,0.0266678559
tin,Ali_Kuzhuget,Е̄,73,11212,0.0065108812
tin,Ali_Kuzhuget,Ж,53,11212,0.0047270781
tin,Ali_Kuzhuget,З,53,11212,0.0047270781
tin,Ali_Kuzhuget,И,1377,11212,0.1228148412
tin,Ali_Kuzhuget,Й,13,11212,0.0011594720
tin,Ali_Kuzhuget,К,500,11212,0.0445950767
tin,Ali_Kuzhuget,КК,30,11212,0.0026757046
tin,Ali_Kuzhuget,Л,373,11212,0.0332679272
tin,Ali_Kuzhuget,ЛЛЪ,2,11212,0.0001783803
tin,Ali_Kuzhuget,ЛЪ,564,11212,0.0503032465
tin,Ali_Kuzhuget,М,230,11212,0.0205137353
tin,Ali_Kuzhuget,Н,228,11212,0.0203353550
tin,Ali_Kuzhuget,О,125,11212,0.0111487692
tin,Ali_Kuzhuget,О̄,34,11212,0.0030324652
tin,Ali_Kuzhuget,П,44,11212,0.0039243667
tin,Ali_Kuzhuget,Р,430,11212,0.0383517660
tin,Ali_Kuzhuget,С,238,11212,0.0212272565
tin,Ali_Kuzhuget,Т,239,11212,0.0213164467
tin,Ali_Kuzhuget,У,597,11212,0.0532465216
tin,Ali_Kuzhuget,Ф,2,11212,0.0001783803
tin,Ali_Kuzhuget,Х,160,11212,0.0142704245
tin,Ali_Kuzhuget,ХХ,46,11212,0.0041027471
tin,Ali_Kuzhuget,ХЪ,76,11212,0.0067784517
tin,Ali_Kuzhuget,ХЬ,26,11212,0.0023189440
tin,Ali_Kuzhuget,Ц,74,11212,0.0066000714
tin,Ali_Kuzhuget,ЦЦ,92,11212,0.0082054941
tin,Ali_Kuzhuget,Ч,177,11212,0.0157866572
tin,Ali_Kuzhuget,ЧЧ,32,11212,0.0028540849
tin,Ali_Kuzhuget,Ш,29,11212,0.0025865144
tin,Ali_Kuzhuget,Щ,53,11212,0.0047270781
tin,Ali_Kuzhuget,Ь,88,11212,0.0078487335
tin,Ali_Kuzhuget,Э,39,11212,0.0034784160
tin,Ali_Kuzhuget,ᵸ,197,11212,0.0175704602
tsudaqar,Ali_Kuzhuget,А,2859348,18111774,0.1578723321
tsudaqar,Ali_Kuzhuget,Б,922500,18111774,0.0509337186
tsudaqar,Ali_Kuzhuget,В,266933,18111774,0.0147380925
tsudaqar,Ali_Kuzhuget,Г,145895,18111774,0.0080552573
tsudaqar,Ali_Kuzhuget,ГЪ,87161,18111774,0.0048123944
tsudaqar,Ali_Kuzhuget,ГЬ,134104,18111774,0.0074042443
tsudaqar,Ali_Kuzhuget,ГӀ,148880,18111774,0.0082200672
tsudaqar,Ali_Kuzhuget,Д,670314,18111774,0.0370098478
tsudaqar,Ali_Kuzhuget,Е,712545,18111774,0.0393415355
tsudaqar,Ali_Kuzhuget,Ж,65009,18111774,0.0035893226
tsudaqar,Ali_Kuzhuget,З,286646,18111774,0.0158265005
tsudaqar,Ali_Kuzhuget,И,2644191,18111774,0.1459929326
tsudaqar,Ali_Kuzhuget,Й,153777,18111774,0.0084904438
tsudaqar,Ali_Kuzhuget,К,284453,18111774,0.0157054190
tsudaqar,Ali_Kuzhuget,КЪ,63850,18111774,0.0035253311
tsudaqar,Ali_Kuzhuget,КЬ,117968,18111774,0.0065133322
tsudaqar,Ali_Kuzhuget,КӀ,118359,18111774,0.0065349203
tsudaqar,Ali_Kuzhuget,Л,1576894,18111774,0.0870645802
tsudaqar,Ali_Kuzhuget,М,396696,18111774,0.0219026585
tsudaqar,Ali_Kuzhuget,Н,729917,18111774,0.0403006906
tsudaqar,Ali_Kuzhuget,О,197964,18111774,0.0109301276
tsudaqar,Ali_Kuzhuget,П,123480,18111774,0.0068176646
tsudaqar,Ali_Kuzhuget,ПӀ,1784,18111774,0.0000984995
tsudaqar,Ali_Kuzhuget,Р,1249661,18111774,0.0689971617
tsudaqar,Ali_Kuzhuget,С,722736,18111774,0.0399042082
tsudaqar,Ali_Kuzhuget,Т,551480,18111774,0.0304487015
tsudaqar,Ali_Kuzhuget,ТӀ,47554,18111774,0.0026255849
tsudaqar,Ali_Kuzhuget,У,1044000,18111774,0.0576420620
tsudaqar,Ali_Kuzhuget,Ф,19060,18111774,0.0010523541
tsudaqar,Ali_Kuzhuget,Х,114817,18111774,0.0063393569
tsudaqar,Ali_Kuzhuget,ХЪ,175114,18111774,0.0096685173
tsudaqar,Ali_Kuzhuget,ХЬ,33409,18111774,0.0018446012
tsudaqar,Ali_Kuzhuget,ХӀ,306436,18111774,0.0169191599
tsudaqar,Ali_Kuzhuget,Ц,105847,18111774,0.0058440990
tsudaqar,Ali_Kuzhuget,ЦӀ,45384,18111774,0.0025057733
tsudaqar,Ali_Kuzhuget,Ч,292215,18111774,0.0161339800
tsudaqar,Ali_Kuzhuget,ЧӀ,14949,18111774,0.0008253747
tsudaqar,Ali_Kuzhuget,Ш,234549,18111774,0.0129500843
tsudaqar,Ali_Kuzhuget,Щ,3602,18111774,0.0001988762
tsudaqar,Ali_Kuzhuget,Ы,14022,18111774,0.0007741925
tsudaqar,Ali_Kuzhuget,Ь,38386,18111774,0.0021193948
tsudaqar,Ali_Kuzhuget,Э,21058,18111774,0.0011626691
tsudaqar,Ali_Kuzhuget,Ю,13999,18111774,0.0007729226
tsudaqar,Ali_Kuzhuget,Я,354828,18111774,0.0195910130
tyv,Ali_Kuzhuget,А,1489400,11367879,0.1310182841
tyv,Ali_Kuzhuget,Б,309765,11367879,0.0272491465
tyv,Ali_Kuzhuget,В,85908,11367879,0.0075570825
tyv,Ali_Kuzhuget,Г,489443,11367879,0.0430549094
tyv,Ali_Kuzhuget,Д,500539,11367879,0.0440309929
tyv,Ali_Kuzhuget,Е,660200,11367879,0.0580759172
tyv,Ali_Kuzhuget,Ж,124854,11367879,0.0109830515
tyv,Ali_Kuzhuget,З,161151,11367879,0.0141759954
tyv,Ali_Kuzhuget,И,591890,11367879,0.0520668807
tyv,Ali_Kuzhuget,Й,114310,11367879,0.0100555257
tyv,Ali_Kuzhuget,К,480693,11367879,0.0422851967
tyv,Ali_Kuzhuget,Л,623910,11367879,0.0548835891
tyv,Ali_Kuzhuget,М,192378,11367879,0.0169229458
tyv,Ali_Kuzhuget,Н,744674,11367879,0.0655068549
tyv,Ali_Kuzhuget,О,409549,11367879,0.0360268613
tyv,Ali_Kuzhuget,П,207572,11367879,0.0182595188
tyv,Ali_Kuzhuget,Р,900075,11367879,0.0791770391
tyv,Ali_Kuzhuget,С,248305,11367879,0.0218426850
tyv,Ali_Kuzhuget,Т,428831,11367879,0.0377230440
tyv,Ali_Kuzhuget,У,459492,11367879,0.0404202050
tyv,Ali_Kuzhuget,Ф,13129,11367879,0.0011549208
tyv,Ali_Kuzhuget,Х,113271,11367879,0.0099641279
tyv,Ali_Kuzhuget,Ц,13253,11367879,0.0011658287
tyv,Ali_Kuzhuget,Ч,281607,11367879,0.0247721673
tyv,Ali_Kuzhuget,Ш,185818,11367879,0.0163458812
tyv,Ali_Kuzhuget,Щ,530,11367879,0.0000466226
tyv,Ali_Kuzhuget,Ы,688284,11367879,0.0605463869
tyv,Ali_Kuzhuget,Ь,12408,11367879,0.0010914965
tyv,Ali_Kuzhuget,Э,247501,11367879,0.0217719594
tyv,Ali_Kuzhuget,Ю,5867,11367879,0.0005161033
tyv,Ali_Kuzhuget,Я,36388,11367879,0.0032009489
tyv,Ali_Kuzhuget,Ң,187958,11367879,0.0165341309
tyv,Ali_Kuzhuget,Ү,241457,11367879,0.0212402859
tyv,Ali_Kuzhuget,Ө,117469,11367879,0.0103334140
udm,vorgoron,А,731408,10008689,0.0730773031
udm,vorgoron,Б,104816,10008689,0.0104725004
udm,vorgoron,В,244691,10008689,0.0244478573
udm,vorgoron,Г,148070,10008689,0.0147941454
udm,vorgoron,Д,257303,10008689,0.0257079624
udm,vorgoron,Е,490842,10008689,0.0490415878
udm,vorgoron,Ж,78567,10008689,0.0078498792
udm,vorgoron,З,316355,10008689,0.0316080358
udm,vorgoron,И,431999,10008689,0.0431623962
udm,vorgoron,Й,67572,10008689,0.0067513338
udm,vorgoron,К,478464,10008689,0.0478048624
udm,vorgoron,Л,513949,10008689,0.0513502817
udm,vorgoron,М,363540,10008689,0.0363224394
udm,vorgoron,Н,717127,10008689,0.0716504429
udm,vorgoron,О,736033,10008689,0.0735394016
udm,vorgoron,П,200836,10008689,0.0200661645
udm,vorgoron,Р,482460,10008689,0.0482041154
udm,vorgoron,С,786887,10008689,0.0786203867
udm,vorgoron,Т,596179,10008689,0.0595661430
udm,vorgoron,У,422607,10008689,0.0422240116
udm,vorgoron,Ф,19581,10008689,0.0019564001
udm,vorgoron,Х,13637,10008689,0.0013625161
udm,vorgoron,Ц,21407,10008689,0.0021388416
udm,vorgoron,Ч,75370,10008689,0.0075304568
udm,vorgoron,Ш,117200,10008689,0.0117098253
udm,vorgoron,Щ,10045,10008689,0.0010036279
udm,vorgoron,Ы,743552,10008689,0.0742906489
udm,vorgoron,Ь,327533,10008689,0.0327248654
udm,vorgoron,Э,263790,10008689,0.0263560992
udm,vorgoron,Ю,44193,10008689,0.0044154634
udm,vorgoron,Ӝ,7090,10008689,0.0007083845
udm,vorgoron,Ӟ,23536,10008689,0.0023515567
udm,vorgoron,Ӥ,98133,10008689,0.0098047806
udm,vorgoron,Ӧ,52523,10008689,0.0052477402
udm,vorgoron,Ӵ,21394,10008689,0.0021375427
ukr,Ali_Kuzhuget,Є,1753617,384363113,0.0045623967
ukr,Ali_Kuzhuget,І,24095308,384363113,0.0626889189
ukr,Ali_Kuzhuget,Ї,3432678,384363113,0.0089308206
ukr,Ali_Kuzhuget,А,32464292,384363113,0.0844625587
ukr,Ali_Kuzhuget,Б,5834261,384363113,0.0151790346
ukr,Ali_Kuzhuget,В,20212899,384363113,0.0525880302
ukr,Ali_Kuzhuget,Г,6468911,384363113,0.0168302076
ukr,Ali_Kuzhuget,Д,12139900,384363113,0.0315844564
ukr,Ali_Kuzhuget,Е,18033756,384363113,0.0469185398
ukr,Ali_Kuzhuget,Ж,2796592,384363113,0.0072759115
ukr,Ali_Kuzhuget,З,7776635,384363113,0.0202325216
ukr,Ali_Kuzhuget,И,20838793,384363113,0.0542164227
ukr,Ali_Kuzhuget,Й,5154410,384363113,0.0134102619
ukr,Ali_Kuzhuget,К,16298159,384363113,0.0424030258
ukr,Ali_Kuzhuget,Л,14441803,384363113,0.0375733324
ukr,Ali_Kuzhuget,М,11592747,384363113,0.0301609249
ukr,Ali_Kuzhuget,Н,27841537,384363113,0.0724355071
ukr,Ali_Kuzhuget,О,36176347,384363113,0.0941202362
ukr,Ali_Kuzhuget,П,10551877,384363113,0.0274528867
ukr,Ali_Kuzhuget,Р,22046428,384363113,0.0573583345
ukr,Ali_Kuzhuget,С,17680325,384363113,0.0459990160
ukr,Ali_Kuzhuget,Т,18251189,384363113,0.0474842366
ukr,Ali_Kuzhuget,У,13332439,384363113,0.0346870929
ukr,Ali_Kuzhuget,Ф,1630005,384363113,0.0042407946
ukr,Ali_Kuzhuget,Х,4096810,384363113,0.0106586971
ukr,Ali_Kuzhuget,Ц,3745153,384363113,0.0097437888
ukr,Ali_Kuzhuget,Ч,4513082,384363113,0.0117417147
ukr,Ali_Kuzhuget,Ш,2477997,384363113,0.0064470208
ukr,Ali_Kuzhuget,Щ,1113655,384363113,0.0028974034
ukr,Ali_Kuzhuget,Ь,7216563,384363113,0.0187753787
ukr,Ali_Kuzhuget,Ю,2679117,384363113,0.0069702760
ukr,Ali_Kuzhuget,Я,7555402,384363113,0.0196569383
ukr,Ali_Kuzhuget,Ґ,120426,384363113,0.0003133131
uzb,Ali_Kuzhuget,Ў,2756882,173639855,0.0158770116
uzb,Ali_Kuzhuget,А,25622599,173639855,0.1475617392
uzb,Ali_Kuzhuget,Б,5672564,173639855,0.0326685599
uzb,Ali_Kuzhuget,В,2735611,173639855,0.0157545110
uzb,Ali_Kuzhuget,Г,5648302,173639855,0.0325288339
uzb,Ali_Kuzhuget,Д,6938068,173639855,0.0399566563
uzb,Ali_Kuzhuget,Е,3749126,173639855,0.0215913910
uzb,Ali_Kuzhuget,Ж,1078041,173639855,0.0062084883
uzb,Ali_Kuzhuget,З,2568666,173639855,0.0147930669
uzb,Ali_Kuzhuget,И,23898603,173639855,0.1376331661
uzb,Ali_Kuzhuget,Й,2644739,173639855,0.0152311749
uzb,Ali_Kuzhuget,К,5156428,173639855,0.0296961086
uzb,Ali_Kuzhuget,Л,10837999,173639855,0.0624165403
uzb,Ali_Kuzhuget,М,6059455,173639855,0.0348966831
uzb,Ali_Kuzhuget,Н,12199504,173639855,0.0702575109
uzb,Ali_Kuzhuget,О,8781115,173639855,0.0505708496
uzb,Ali_Kuzhuget,П,1349398,173639855,0.0077712458
uzb,Ali_Kuzhuget,Р,10432742,173639855,0.0600826463
uzb,Ali_Kuzhuget,С,5409895,173639855,0.0311558369
uzb,Ali_Kuzhuget,Т,7652198,173639855,0.0440693641
uzb,Ali_Kuzhuget,У,5615589,173639855,0.0323404382
uzb,Ali_Kuzhuget,Ф,1036988,173639855,0.0059720621
uzb,Ali_Kuzhuget,Х,1178610,173639855,0.0067876698
uzb,Ali_Kuzhuget,Ц,268530,173639855,0.0015464768
uzb,Ali_Kuzhuget,Ч,1854953,173639855,0.0106827606
uzb,Ali_Kuzhuget,Ш,3579578,173639855,0.0206149562
uzb,Ali_Kuzhuget,Щ,26961,173639855,0.0001552697
uzb,Ali_Kuzhuget,Ь,99897,173639855,0.0005753115
uzb,Ali_Kuzhuget,Э,907637,173639855,0.0052271237
uzb,Ali_Kuzhuget,Ю,392582,173639855,0.0022608980
uzb,Ali_Kuzhuget,Я,1206139,173639855,0.0069462106
uzb,Ali_Kuzhuget,Ғ,680100,173639855,0.0039167275
uzb,Ali_Kuzhuget,Қ,3739709,173639855,0.0215371580
uzb,Ali_Kuzhuget,Ҳ,1860647,173639855,0.0107155526
xal,Ali_Kuzhuget,А,1369637,14927562,0.0917522232
xal,Ali_Kuzhuget,Б,367500,14927562,0.0246188895
xal,Ali_Kuzhuget,В,443078,14927562,0.0296818730
xal,Ali_Kuzhuget,Г,655296,14927562,0.0438983941
xal,Ali_Kuzhuget,Д,947747,14927562,0.0634897380
xal,Ali_Kuzhuget,Е,463839,14927562,0.0310726561
xal,Ali_Kuzhuget,Ж,23650,14927562,0.0015843177
xal,Ali_Kuzhuget,З,164867,14927562,0.0110444693
xal,Ali_Kuzhuget,И,634543,14927562,0.0425081470
xal,Ali_Kuzhuget,Й,131261,14927562,0.0087931974
xal,Ali_Kuzhuget,К,499552,14927562,0.0334650762
xal,Ali_Kuzhuget,Л,783745,14927562,0.0525032152
xal,Ali_Kuzhuget,М,386777,14927562,0.0259102592
xal,Ali_Kuzhuget,Н,1415303,14927562,0.0948113965
xal,Ali_Kuzhuget,О,569997,14927562,0.0381841991
xal,Ali_Kuzhuget,П,33931,14927562,0.0022730436
xal,Ali_Kuzhuget,Р,951267,14927562,0.0637255434
xal,Ali_Kuzhuget,С,543001,14927562,0.0363757324
xal,Ali_Kuzhuget,Т,561515,14927562,0.0376159885
xal,Ali_Kuzhuget,У,463228,14927562,0.0310317251
xal,Ali_Kuzhuget,Ф,7405,14927562,0.0004960623
xal,Ali_Kuzhuget,Х,483421,14927562,0.0323844577
xal,Ali_Kuzhuget,Ц,131287,14927562,0.0087949392
xal,Ali_Kuzhuget,Ч,233132,14927562,0.0156175536
xal,Ali_Kuzhuget,Ш,140639,14927562,0.0094214313
xal,Ali_Kuzhuget,Щ,2040,14927562,0.0001366600
xal,Ali_Kuzhuget,Ы,26828,14927562,0.0017972124
xal,Ali_Kuzhuget,Ь,194289,14927562,0.0130154542
xal,Ali_Kuzhuget,Э,143565,14927562,0.0096174446
xal,Ali_Kuzhuget,Ю,29168,14927562,0.0019539694
xal,Ali_Kuzhuget,Я,50999,14927562,0.0034164320
xal,Ali_Kuzhuget,Җ,237090,14927562,0.0158827007
xal,Ali_Kuzhuget,Ң,73833,14927562,0.0049460856
xal,Ali_Kuzhuget,Ү,389437,14927562,0.0260884530
xal,Ali_Kuzhuget,Һ,302348,14927562,0.0202543456
xal,Ali_Kuzhuget,Ә,838519,14927562,0.0561725351
xal,Ali_Kuzhuget,Ө,233828,14927562,0.0156641788
xdq,urssivar,А,5266,33615,0.1566562546
xdq,urssivar,Б,1228,33615,0.0365313104
xdq,urssivar,В,1106,33615,0.0329019783
xdq,urssivar,Г,268,33615,0.0079726313
xdq,urssivar,Д,755,33615,0.0224602112
xdq,urssivar,Е,1157,33615,0.0344191581
xdq,urssivar,Ж,400,33615,0.0118994497
xdq,urssivar,З,147,33615,0.0043730477
xdq,urssivar,И,4256,33615,0.1266101443
xdq,urssivar,Й,295,33615,0.0087758441
xdq,urssivar,К,1177,33615,0.0350141306
xdq,urssivar,Л,2862,33615,0.0851405622
xdq,urssivar,М,385,33615,0.0114532203
xdq,urssivar,Н,1332,33615,0.0396251673
xdq,urssivar,О,285,33615,0.0084783579
xdq,urssivar,П,117,33615,0.0034805890
xdq,urssivar,Р,2235,33615,0.0664881749
xdq,urssivar,С,425,33615,0.0126431653
xdq,urssivar,Т,1195,33615,0.0355496058
xdq,urssivar,У,1973,33615,0.0586940354
xdq,urssivar,Х,285,33615,0.0084783579
xdq,urssivar,Ц,1825,33615,0.0542912390
xdq,urssivar,Ч,650,33615,0.0193366057
xdq,urssivar,Ш,393,33615,0.0116912093
xdq,urssivar,Ғ,215,33615,0.0063959542
xdq,urssivar,Ҡ,675,33615,0.0200803213
xdq,urssivar,Ҳ,166,33615,0.0049382716
xdq,urssivar,Һ,942,33615,0.0280232039
xdq,urssivar,Ӏ,942,33615,0.0280232039
xdq,urssivar,Ә,658,33615,0.0195745947
yrk,Ali_Kuzhuget,А,39880,218351,0.1826417099
yrk,Ali_Kuzhuget,Б,3578,218351,0.0163864603
yrk,Ali_Kuzhuget,В,8162,218351,0.0373801815
yrk,Ali_Kuzhuget,Г,2057,218351,0.0094206118
yrk,Ali_Kuzhuget,Д,15349,218351,0.0702950754
yrk,Ali_Kuzhuget,Е,7820,218351,0.0358138960
yrk,Ali_Kuzhuget,Ж,9,218351,0.0000412180
yrk,Ali_Kuzhuget,З,961,218351,0.0044011706
yrk,Ali_Kuzhuget,И,12916,218351,0.0591524655
yrk,Ali_Kuzhuget,Й,1824,218351,0.0083535225
yrk,Ali_Kuzhuget,К,3324,218351,0.0152231957
yrk,Ali_Kuzhuget,Л,4116,218351,0.0188503831
yrk,Ali_Kuzhuget,М,13125,218351,0.0601096400
yrk,Ali_Kuzhuget,Н,20760,218351,0.0950762763
yrk,Ali_Kuzhuget,О,7428,218351,0.0340186214
yrk,Ali_Kuzhuget,П,3813,218351,0.0174627091
yrk,Ali_Kuzhuget,Р,8482,218351,0.0388457117
yrk,Ali_Kuzhuget,С,7343,218351,0.0336293399
yrk,Ali_Kuzhuget,Т,9689,218351,0.0443735087
yrk,Ali_Kuzhuget,У,4875,218351,0.0223264377
yrk,Ali_Kuzhuget,Ф,472,218351,0.0021616571
yrk,Ali_Kuzhuget,Х,8679,218351,0.0397479288
yrk,Ali_Kuzhuget,Ц,1870,218351,0.0085641925
yrk,Ali_Kuzhuget,Ч,34,218351,0.0001557126
yrk,Ali_Kuzhuget,Ш,5,218351,0.0000228989
yrk,Ali_Kuzhuget,Щ,3,218351,0.0000137393
yrk,Ali_Kuzhuget,Ы,4249,218351,0.0194594941
yrk,Ali_Kuzhuget,Ь,2219,218351,0.0101625365
yrk,Ali_Kuzhuget,Э,7460,218351,0.0341651744
yrk,Ali_Kuzhuget,Ю,1798,218351,0.0082344482
yrk,Ali_Kuzhuget,Я,9456,218351,0.0433064195
yrk,Ali_Kuzhuget,Ӈ,6595,218351,0.0302036629
